empresa,año,trimestre,archivo,escala_detectada,efectivo,activo_corriente,activo_total,pasivo_corriente,pasivo_no_corriente,pasivo_total,patrimonio_total,ganancias_retenidas,inventarios,deuda_cp,deuda_lp,ingresos,utilidad_neta,utilidad_operativa,gastos_financieros,impuesto_renta,depreciacion_amortizacion,ingresos_trim,utilidad_neta_trim,gastos_financieros_trim,utilidad_operativa_trim,impuesto_renta_trim,depreciacion_amortizacion_trim,revisar_manualmente,ingresos_ltm,utilidad_neta_ltm,gastos_financieros_ltm,utilidad_operativa_ltm,impuesto_renta_ltm,depreciacion_amortizacion_ltm,ebitda_final_ltm,deuda_bruta_ebitda,deuda_neta_ebitda,pasivo_activo,deuda_patrimonio,perfil_vencimientos_cp,cobertura_intereses,ffo_intereses,ffo_deuda,razon_corriente,prueba_acida,caja_activos,caja_deuda_cp,margen_ebitda,margen_neto,zscore_x1,zscore_x2,zscore_x3,zscore_x4,zscore,zscore_zona
CELSIA,2025,4,CIERRE 2025.xbrl,0.001,284327.265,2288230.5470000003,14201545.075,3026190.668,6010407.958000001,9036598.626,5164946.449,-150057.75,146148.265,1084895.364,3926018.001,6058264.592,206406.167,1172503.028,-679429.486,-155430.784,11012.946,1464737.7460000003,23828.611999999994,-153921.441,234228.3999999999,-26931.17600000002,-25812.49,,6058264.592,206406.16700000002,-679429.486,1172503.028,-155430.784,11012.946,1052279.3830000001,4.761960982941733,4.491759675576576,0.636310949145088,0.9701772156747487,0.2165065098865464,1.548769084478621,0.32000246895378354,0.043389118342899165,0.7561422256689082,0.707847758785039,0.02002086839836334,0.26207805327113554,0.17369320323010418,0.03407018030750282,-0.051963368570303245,-0.010566297484360165,0.08256165239823386,0.5715586873737508,4.029625098238366,segura
CELSIA,2026,1,Q1 2026.xbrl,0.001,416352.834,2439645.802,14209432.42,2735010.443,6634043.653,9369054.096,4840378.324,-131202.871,138292.683,771038.3910000001,4525871.624,1449722.319,26649.804,249028.643,-155487.024,-33336.08806200004,12992.816,1449722.319,26649.804,-155487.024,249028.643,-33336.08806200004,12992.816,,5851457.075,175099.61,-653083.0160000001,1066780.461,-107354.64006200005,13621.089,949158.3550620001,5.580638875221195,5.141984111472312,0.659354562453382,1.0943173571240048,0.1455638077325352,1.4533502354346939,0.2889689279563197,0.035628451014945176,0.8920060280735097,0.8414421688553677,0.029301158673584793,0.539989757786263,0.1622088896656565,0.029924103989090612,-0.02078651928308336,-0.009233505401336784,0.07507551529633862,0.5166346863197789,4.130513089321779,segura
CELSIA,2026,2,Q2 2026.xbrl,0.001,300842.395,3139489.929,14925227.252,3709431.847,6386283.765000001,10095715.612,4829511.64,-127748.811,133449.529,1022078.413,4187624.78,2977296.8710000003,70351.975,515886.255,-328960.036,-80061.102,26269.719,1527574.5520000004,43702.171,-173473.01200000002,266857.61199999996,-46725.01393799996,13276.903,,5877557.343,153143.29499999998,-651985.104,1012393.7479999999,-126723.33197952513,14844.286,946696.0169795252,5.503036982897409,5.185255573021141,0.6764195574072187,1.0787225668639242,0.19618745543379748,1.4520209298823568,0.2576555506703724,0.03224513466059179,0.8463533119065282,0.810377579097762,0.020156637478312884,0.29434375207765984,0.1610696351788065,0.02605560202358369,-0.03818648174510221,-0.00855925399614143,0.06783104410449348,0.4783723933605589,3.9297091411354916,segura
ENEL,2019,1,Q1 2019.xbrl,0.001,408217.997,710398.68,8857695.347000001,1664366.734,3383382.1750000003,5047748.909,3809946.438,2189891.063,54285.776,537974.89,3051500.6010000003,955829.362,291180.858,495737.331,-67526.471,-140821.819,2992.728,955829.362,291180.858,-67526.471,495737.331,-140821.819,2992.728,,,,,,,,,,,0.5698715875015519,0.9421327961986431,0.149875627051607,,,,0.42682821369103385,0.39421173867321485,0.046086253930404,0.7588049267503916,,,-0.10769935255484914,0.2472303434709674,,0.7547812909645661,,
ENEL,2019,2,Q2 2019.xbrl,0.001,317538.17100000003,656365.25,8812664.283,1553795.644,3121163.24,4674958.884000001,4137705.399,2188327.531,71753.622,1088509.281,2794715.706,1932017.041,620503.31,1049182.376,-143110.948,-295338.961,,976187.679,329322.45200000005,-75584.477,553445.0449999999,-154517.14200000002,,,,,,,,,,,,0.5304818989891845,0.9384972134406903,0.28031063990472826,,,,0.42242701125760135,0.37624743656444437,0.03603202854470974,0.291718386368081,,,-0.10183417468099643,0.2483162254599186,,0.8850784577295974,,
ENEL,2019,3,Q3 2019.xbrl,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL,2019,4,CIERRE 2019.xbrl,0.001,287544.909,829340.633,9120233.042,1284210.933,3092760.876,4376971.809,4743261.233,2182234.37,82219.623,648976.1410000001,2681981.368,4069676.348,1232152.218,2089240.221,-285804.86,-591387.449,,,,,,,,,,,,,,,,,,0.4799188561129314,0.7022504866115603,0.19483170807388409,,,,0.6457978293819743,0.5817743727307141,0.03152824140302269,0.4430747000296887,,,-0.04987485494123407,0.23927397029774278,,1.0836855798903775,,
ENEL,2020,1,Q1 2020.xbrl,0.001,640056.545,995509.941,9268463.139,2651847.065,2381986.874,5033833.939,4234629.2,2552127.795,67978.326,2017934.212,1946095.455,1067507.981,362298.44,588774.933,-56096.693,-168430.64800000002,5159.537,1067507.981,362298.44,-56096.693,588774.933,-168430.64800000002,5159.537,,,,,,,,,,,0.5431141995719383,0.9360984114028214,0.5090613293838399,,,,0.37540247103201635,0.3497681398154083,0.06905746242942468,0.31718404950656537,,,-0.178706771463592,0.27535609266881717,,0.8412333921450801,,
ENEL,2020,2,Q2 2020.xbrl,0.001,308699.368,591086.33,8832223.07,1844042.906,2393905.123,4237948.029,4594275.041,2554850.73,75917.779,1565529.815,1946159.399,2136607.32,719221.355,1151437.444,-119634.174,-321511.33,,1069099.339,356922.915,-63537.481,562662.5109999999,-153080.682,,,,,,,,,,,,0.4798280110694713,0.7643619902293959,0.445805343126244,,,,0.32053827385294037,0.2793690696261923,0.03495149132369004,0.1971852372546479,,,-0.14186197133718906,0.2892647422683358,,1.084080080633759,,
ENEL,2020,3,Q3 2020.xbrl,0.001,735230.6190000001,1109319.703,9356513.321,2188182.315,2331972.2800000003,4520154.595,4836358.726,2558134.694,82965.436,1771432.783,1856648.318,3223570.216,958021.067,1721123.269,-236662.719,-538931.502,,1086962.8960000002,238799.71200000006,-117028.54500000001,569685.8250000002,-217420.17199999996,,,,,,,,,,,,0.48310245920933476,0.7501679065896486,0.48825611492304954,,,,0.5069594500401581,0.469044219928265,0.07857955135379645,0.4150485562059286,,,-0.11530605205024107,0.27340683502886237,,1.0699542735440446,,
