empresa,año,trimestre,archivo,escala_detectada,efectivo,activo_corriente,activo_total,pasivo_corriente,pasivo_no_corriente,pasivo_total,patrimonio_total,ganancias_retenidas,inventarios,deuda_cp,deuda_lp,ingresos,utilidad_neta,utilidad_operativa,gastos_financieros,impuesto_renta,depreciacion_amortizacion,ingresos_trim,utilidad_neta_trim,gastos_financieros_trim,utilidad_operativa_trim,impuesto_renta_trim,depreciacion_amortizacion_trim,revisar_manualmente,ingresos_ltm,utilidad_neta_ltm,gastos_financieros_ltm,utilidad_operativa_ltm,impuesto_renta_ltm,depreciacion_amortizacion_ltm,ebitda_final_ltm,deuda_bruta_ebitda,deuda_neta_ebitda,pasivo_activo,deuda_patrimonio,perfil_vencimientos_cp,cobertura_intereses,ffo_intereses,ffo_deuda,razon_corriente,prueba_acida,caja_activos,caja_deuda_cp,margen_ebitda,margen_neto,zscore_x1,zscore_x2,zscore_x3,zscore_x4,zscore,zscore_zona
CELSIA,2022,3,Q3 2022.xbrl,0.001,208156.783,1587719.561,14460016.216,2650670.768,5316019.256,7966690.024,6493326.192,259953.39,186736.687,1129105.12,4564857.798,3916936.393,295464.148,1015343.042,-370967.969,-234516.8,41008.265,1330197.9820000003,87022.86399999997,-158071.501,313765.43799999997,-51727.9412098999,14023.622,,5088600.692,412701.188,-461674.675,1283700.3059999999,-274210.97199999995,55724.412000000004,1204311.247,4.727982846779808,4.555139835042993,0.5509461334617911,0.8768946376073264,0.1982986430119916,2.608571169731153,1.0146226885847702,0.08226706192960843,0.5989878411787729,0.5285389988501205,0.014395335377955844,0.18435553901305485,0.23666845168129377,0.08110307980125551,-0.07350968291611217,0.01797739270253112,0.08877585521512667,0.8150594754457086,4.2787689765442005,segura
CELSIA,2022,4,CIERRE 2022.xbrl,0.001,211739.341,4569522.976,14933969.804,3262121.805,4974444.018,8236565.823,6697403.981,257481.426,142036.121,495008.025,4284639.17,5584546.271,276445.375,1318350.88,-628144.09,-314846.189,54019.007,1667609.8779999996,-19018.772999999986,-257176.12099999998,303007.8379999999,-80329.38900000002,13010.741999999998,utilidad_neta_trim,5584546.271,276445.375,-628144.09,1318350.88,-314846.189,54019.007,1273454.6609999998,3.753292002753132,3.587020405118295,0.5515322403286145,0.7136566957226229,0.10356580827091778,2.0273288904142994,0.526096459810678,0.06913991106826868,1.4007824505498498,1.3572414274089313,0.014178369434179954,0.4277493097207868,0.22803189358693737,0.04950185056851506,0.08754545430042439,0.017241324937662235,0.08827866249246635,0.8131306329511743,5.3275246760556705,segura
CELSIA,2023,1,Q1 2023.xbrl,0.001,270293.794,4209820.307,14853617.075,3321428.9450000003,5191845.749,8513274.694,6340342.381,280810.478,134757.445,362925.587,4500184.220000001,1506530.375,75367.357,416038.799,-232623.428,-64248.914,12823.353,1506530.375,75367.357,-232623.428,416038.799,-64248.914,12823.353,,5781608.342999999,249124.06,-763156.827,1396856.702,-285191.9,53314.941999999995,1350787.7289999998,3.600202831721165,3.400101965984029,0.5731448879430602,0.7670105989186329,0.07462829370572753,1.7700001902754383,0.3962999363956417,0.0621904530234268,1.2674726380455505,1.2269005086303297,0.01819716993074564,0.7447636752048568,0.23363528777168846,0.04308905848000296,0.05980976603303204,0.018905191683756935,0.09404151830135961,0.7447595207363105,5.117939489824001,segura
CELSIA,2023,2,Q2 2023.xbrl,0.001,224496.433,3916570.695,14565895.405,3432854.2120000003,4892074.553,8324928.765000001,6240966.64,280810.478,155810.983,749987.402,4204986.919,3290208.51,120733.029,791190.176,-456227.249,-139611.7526341403,25416.897,1783678.1349999998,45365.67199999999,-223603.821,375151.377,-75362.83863414032,12593.544000000002,,6288016.369999999,188737.12,-871474.871,1407963.4519999998,-271669.08284404024,52451.261,1384332.3348440402,3.57932426793905,3.417154803750891,0.5715356683216551,0.7939434076193043,0.1513605022777675,1.58849369145383,0.27675884758815944,0.04867601028279879,1.1409079597115146,1.0955197860875543,0.015412470483821931,0.29933360533968006,0.22015406026114406,0.030015367151469425,0.03320883952207671,0.019278627931353046,0.09666164783228443,0.7496720772240745,4.9674202688392635,segura
CELSIA,2023,3,Q3 2023.xbrl,0.001,116410.056,4420765.648,15260112.92,4191182.042,4811177.967,9002360.009,6257752.911,280810.478,140434.147,907321.036,4103223.979,4873922.451,178970.775,1113760.401,-678049.779,-172843.92367070622,38475.107,1583713.9410000006,58237.746,-221822.52999999997,322570.2250000001,-33232.17103656591,13058.210000000003,,6541532.329,159952.002,-935225.9,1416768.239,-253173.31267070625,51485.849,1399837.0636707065,3.5793773039993355,3.496217585614151,0.58992748324958,0.8006939689472823,0.18108230407745374,1.496790308812776,0.22608211663085911,0.04219857328235184,1.054777770017941,1.0212707198367024,0.007628387588628669,0.12830084543526443,0.21399222586807864,0.024451763586170606,0.015044685920974177,0.01840159895749972,0.09284126837247546,0.6951236014493853,4.762455457227929,segura
CELSIA,2023,4,CIERRE 2023.xbrl,0.001,556498.126,2629720.548,13754805.538,3644258.404,4593815.394,8238073.798,5516731.74,280809.238,128678.584,997575.591,3991482.161,6709403.288,193480.622,1367897.076,-873310.61,-210302.404,50356.113,1835480.8369999994,14509.847000000009,-195260.831,254136.6749999998,-37458.48032929379,11881.005999999994,,6709403.288,193480.622,-873310.61,1367897.076,-210302.404,50356.113,1327449.749,3.7583778638388217,3.3391543667390455,0.5989233199437763,0.9043502543047345,0.19995270461643674,1.5200201781586051,0.2792096330994995,0.048874305955318206,0.7216064989007294,0.6862965483607897,0.04045845100918213,0.5578505839764478,0.19784915170834788,0.028837232417679645,-0.07375879311395322,0.02041535499896502,0.09944866702920303,0.6696628211001613,4.204137379060507,segura
CELSIA,2024,1,Q1 2024.xbrl,0.001,585052.154,2720672.807,13875044.93,4498626.246,4264915.379,8763541.625,5111503.305,246293.913,154453.03100000002,1702271.563,3644641.83,1459706.966,21479.256,198752.329,-176950.404,-3059.782,12126.181,1459706.966,21479.256,-176950.404,198752.329,-3059.782,12126.181,utilidad_neta_trim,6662579.879,139592.521,-817637.586,1150610.606,-149113.27200000003,49658.94099999999,1156002.32,4.625348323695405,4.119248860157997,0.6316045583428608,1.0460549615158667,0.31836527691444505,1.4138321669571585,0.2314613041773743,0.035394525418676444,0.6047785831105916,0.5704452060852534,0.04216578446784172,0.34368908387856323,0.17350671076284443,0.020951721935820414,-0.12814037345246998,0.01775085516786143,0.0829266219896846,0.5832691306467093,3.63696642494875,segura
CELSIA,2024,2,Q2 2024.xbrl,0.001,334391.775,2922005.5,13926614.466,4396792.811,4282049.692,8678842.503,5247771.963,246527.801,203773.459,1688157.051,3639233.047,3646920.298,119212.048,531617.018,-362231.825,-22762.58148,22867.301,2187213.332,97732.79199999999,-185281.421,332864.689,-19702.79948,10741.119999999999,,7066115.075999999,191959.641,-779315.186,1108323.918,-93453.23284585969,47806.517,1112534.5768458596,4.788516428049951,4.487948893377876,0.6231839420979345,1.0151717977765335,0.3168825672506628,1.4275797480043713,0.3076626277881873,0.045006307702154684,0.664576573335377,0.6182306417076245,0.024010988156265373,0.19808096338069914,0.15744642775838366,0.02716622060854759,-0.10589704443965899,0.017701918984105235,0.07958315502348595,0.6046626564759082,3.7827182354215494,segura
CELSIA,2024,3,Q3 2024.xbrl,0.001,214523.339,2924790.375,14225852.668,4591623.374,4298060.2360000005,8889683.61,5336169.058,247483.787,206119.156,1765299.028,3655375.933,5278422.05,193520.391,789651.231,-518893.005,-71067.802,33800.634,1631501.7519999999,74308.34300000001,-156661.18,258034.213,-48305.220519999995,10933.332999999999,,7113902.886999999,208030.238,-714153.836,1043787.9059999998,-108526.28232929378,45681.63999999999,1076391.9963292938,5.035967360855113,4.8366688341737865,0.624896364208571,1.0158364366048913,0.3256603726843529,1.507227073592718,0.35526222112178085,0.046804480959543746,0.636983945931102,0.592093688344396,0.015079822911603348,0.12152237983331628,0.15130822186177167,0.02924277169711665,-0.11716928594019654,0.01739676297623245,0.07337260762920196,0.6002653516259394,3.661425474010302,segura
CELSIA,2024,4,CIERRE 2024.xbrl,0.001,215728.381,3562272.889,15112166.652,5190669.894,4528343.413,9719013.307,5393153.345,248669.995,203785.187,1675906.19,3901979.706,7531349.086,221968.149,1035199.171,-688292.103,-99007.023,44813.58,2252927.0360000003,28447.758,-169399.098,245547.93999999994,-27939.221000000005,11012.946000000004,,7531349.086,221968.14900000003,-688292.103,1035199.171,-99007.023,44813.58,1054080.855,5.291705915671905,5.087045732369363,0.6431250747035502,1.0342531612180592,0.3004554451717669,1.5314440633644752,0.38759957848884397,0.047828466550618016,0.6862838442332275,0.6470239430718072,0.014275145713235612,0.12872342275912232,0.13995910200994766,0.029472561484716716,-0.10775403967534279,0.016454953199387203,0.0685010425598369,0.5549074967430745,3.639756524742086,segura
CELSIA,2025,1,Q1 2025.xbrl,0.001,210237.138,3387212.064,14934262.925,5523727.398,4363642.919,9887370.317,5046892.608,-156414.216,189196.143,2270336.147,3727961.364,1656529.836,57956.361,354751.21,-181833.494,-81412.232,10384.673,1656529.836,57956.361,-181833.494,354751.21,-81412.232,10384.673,,7728171.956,258445.254,-693175.193,1191198.052,-177359.473,43072.072,1172051.992,5.117774255700424,4.938398989556087,0.6620594780374807,1.1885130072892567,0.37849675559382234,1.6908452637023323,0.434979971939071,0.05026715087857204,0.6132113009824529,0.5789597658562802,0.014077503460051075,0.09260176660526914,0.15165966785845675,0.03344196473259736,-0.14306131777173062,-0.01047351427958069,0.0797627615090351,0.510438311319497,3.3493400830922018,segura
CELSIA,2025,2,Q2 2025.xbrl,0.001,249815.244,3293932.443,14928513.18,5615529.408,4180886.648,9796416.056,5132097.124,-150920.245,180388.931,2554728.886,3506568.118,3158004.12,123614.847,675995.535,-356404.418,-108768.55402047488,22438.379,1501474.2840000002,65658.486,-174570.924,321244.325,-27356.32202047488,12053.706,,7042432.908,226370.948,-682464.696,1179577.688,-185012.9955404749,44384.658,1138233.297540475,5.325179835361883,5.10570352541751,0.6562218177979329,1.1810565656785104,0.42148221483191983,1.6678273677917472,0.3967320325680261,0.044669582404776025,0.5865755841839944,0.5544523562755065,0.016734100776672256,0.09778542269944804,0.16162501118718148,0.032143855817617965,-0.15551427908509238,-0.010109529541239953,0.07901508166133395,0.523874965565264,3.2779193255050436,segura
CELSIA,2025,3,Q3 2025.xbrl,0.001,764254.9770000001,3518056.913,14800525.004,5784764.24,3871132.198,9655896.438,5144628.566,-150662.519,161686.219,2812599.892,3203680.395,4593526.846,182577.555,938274.628,-525508.045,-128499.608,36825.436,1435522.7259999998,58962.708,-169103.62700000004,262279.093,-19731.05397952511,14387.057,,6846453.882,211025.31299999997,-694907.1430000002,1183822.568,-156438.829,47838.382000000005,1110209.6670000001,5.419048730909672,4.730660762657545,0.6524022921747972,1.169429475776075,0.4674981479964415,1.5976374371503617,0.37251551895473883,0.04302719997260659,0.6081590825558001,0.5802087267086273,0.051637018064795134,0.27172545201818565,0.16215835031312348,0.030822571310208668,-0.1531504677291784,-0.01017953883117537,0.07998517401781756,0.5327965765823389,3.309084409918148,segura
